,image_id,ques_id,question,answer,answer,answer,answer,answer,answer,answer,answer,answer,answer
273,524377,524377005,What is the cutting board used for in this scene?,plate,making hot dogs,sausage,food,tile,cut food,platter,hold food,holding food,meat
274,524377,524377006,Of what meal is this kind of food typical?,lunch,lunch,dinner,dinner,lunch,american,lunch,lunch,lunch,lunch
275,524377,524377007,Is this a healthy meal?,no,no,no,no,no,no,no,no,no,no
276,524377,524377008,What kind of sauce is in the largest ramekin?,mayonnaise,butter,butter,butter sauce,butter,horseradish,butter,aioli,not sure,butter
277,524377,524377009,What type of food is shown?,sausage,pork,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog and sweet potato fries
278,524377,524377010,What is the topping on the hot dog?,onion,peppers,peppers and onion,seasoning,onions,hot,peppers,onions,onions,peppers
279,524377,524377011,What topping is on the hot dog?,peppers and onions,onions,sauerkraut,peppers and onion,onions,bacon,onion,onions,grilled onions,bacon
280,524377,524377012,What is in the small container?,butter,mayo,butter,mayonnaise,mayonnaise,butter,mayonnaise,mustard,sauce,butter
281,524377,524377013,What are the components of this dish?,"hot dog, onions and potatoes",butter,hot dog and sweet potato fries,hot dogs and french fries,"hot dog, bun, mayonnaise, peppers","bun, hot dog, sweet potatoes, butter, onions","hot dog, roll, onions, fries","hot dog, bun, fries, mayo",hot dog and fries,bun hot dog topping
282,524377,524377014,What kind of toppings are on the hot dogs?,onions,onions,onions,onions,onions and peppers,onions,onions,grilled onions,peppers,bacon
283,524377,524377015,Is there a spoon in this photo?,no,no,no,no,no,no,no,no,no,no
284,524377,524377016,Is this breakfast?,no,no,no,no,no,yes,no,no,yes,no
285,524377,524377017,How delicious does this look?,not very,not,very delicious,very delicious!,very,good,very,very,very,not at all
286,524377,524377018,What two vegetables are in the white bowl?,no vegetables,none,no vegetables,none,no vegetables,sweet potatoes/onion,potatoes,none,no veg in bowl,mayo
287,524377,524377019,How many hot dogs are shown?,1,1,1,1,1,1,1,1,1,1
288,524377,524377020,What type of filling is in the dish on the bottom left?,fries,there is no dish shown on bottom left,hot dog,mayonnaise,mayo,mayonnaise,mustard,potato,butter,mayonnaise
289,524377,524377021,What color is the tray?,white,white,white,white,white,white,white,white,white,white
290,524377,524377022,How many pickle spears are there?,0,0,0,0,0,no pickle in sight,0,5,0,0
291,524377,524377023,What is the yellow stuff in a bowl?,butter,mayonnaise,butter,butter,dip,mayonnaise,butter,cheese,butter,butter
292,524377,524377024,How many people are eating this hotdog?,1,1,1,1,1,1,1,1,1,1
293,524377,524377025,Is there a drink in this picture?,no,no,no,no,no,yes,no,no,no,no
294,524377,524377026,What is the hot dog sitting on top of?,bun,bun,bun,bun,bun,plate,bun,bun,white tray,bun
295,524377,524377027,How many sauces are there?,1,1,1,1,1,1,1,1,1,1
296,524377,524377028,What are the orange things?,sweet potatoes,carrots,sweet potato fries,sweet potato fries,sweet potato fries,fries,fries,sweet potato fries,carrots,hot dogs
297,524377,524377029,Are the carrots diced or cut long ways?,cut long ways,long ways,cut long,long ways,long,long,long ways,cut,long ways,cut
298,524377,524377030,Do these hot dogs look like they taste good?,yes,yes,yes,yes,no,no,yes,yes,yes,yes
299,524377,524377031,Are those tomatoes on the sandwich?,no,yes,yes,no,no,no,no,no,no,yes
300,524377,524377032,What is in the cup?,mayo,mayo,mayonnaise,mayo,mayonnaise,mayo,mayo,sauce,butter,mayonnaise
301,524377,524377033,What is the orange root called?,sweet potato,rutabaga,sweet potato,sweet potatoes,sweet potato,sweet potato,carrot,potato,sweet potato,sweet potato
302,524377,524377034,What is the blackened meat on the bread?,hot dogs,bacon,hot dog,sausage dog,no,hot dog,hot dog,hot dog,polish sausage,sausage
303,524377,524377035,What kind of meat is this?,sausage,polish,hot dog,hot dog,hot dog,sausage,sausage,hot dog,sausage,pork
304,524377,524377036,What is on the sandwich?,onions,hot dog and onions,hot dog,sausage,hot dog,relish,hot dog,bacon,hot dog,peppers
305,524377,524377037,Are the fries plain?,yes,no,no,no,no fries,no,no,no,no,no
306,524377,524377038,Does this breakfast dish primarily carbohydrates?,yes,yes,yes,no,no,no,yes,no,no,yes
307,524377,524377039,Has someone started eating?,no,no,no,no,no,no,no,no,no,no
308,524377,524377040,What animal is on the plate?,hot dog,pig,cow,no,pig,pig,pig,pig,beef,pig
309,524377,524377041,Would this be good for dessert?,no,no,no,no,no,no,no,no,no,no
310,524377,524377042,Is there a butter plate on the table?,yes,yes,yes,yes,yes,no,yes,yes,no,yes
311,524377,524377043,Does this have lettuce?,no,no,no,no,no,no,no,no,no,no
312,524377,524377044,Does the food look good?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
313,524377,524377045,Is this meat?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
314,524377,524377046,What is on the hotdog?,peppers,peppers,onions,peppers,onions,onions,"onions, relish",onions,red peppers,chili
315,524377,524377047,What two vegetables can be seen on the pizza?,"peppers,chives",none,"carrots, onions",not possible,peppers,no pizza,peppers and onions,none,not pizza,potatoes
316,524377,524377048,Would this typically be eaten for breakfast?,no,no,no,no,no,no,no,no,no,no
317,524377,524377049,Is that bacon from a delicatessen?,yes,no,no,no,no,yes,yes,yes,yes,no
318,524377,524377050,What condiment is on the potatoes?,parsley,butter,butter,parsley,butter,parsley,butter,mayonnaise,basil,mayo
319,524377,524377051,How many kinds of meat products are here?,1,1,2,3,1,1,1,1,1,1
320,524377,524377052,What sauces are shown?,mayo,horseradish,mayonnaise,mayonnaise,butter,mayonnaise,mayo,honey mustard,butter,butter
321,524377,524377053,What kind of potato are the fries?,none,sweet,sweet,sweet potato,sweet,sweet potato,sweet,sweet,red,well cooked
322,524377,524377054,What is mainly featured?,hot dog,sausage and brisket sandwich,hot dog,hot dog,bacon,sausage sandwich and fries,hot dog,hot dog and fries,sausage and potatoes,food
323,393306,393306000,Is the man wearing formal clothes?,no,no,no,no,no,no,no,no,no,no
324,393306,393306001,What kind of plants are these?,flowers,dead kind,daisies,flowers,flowers,flowers,flowers,daisies,flowers,flowers
325,393306,393306002,What is the pattern on the vase?,floral,flowers,floral,floral,floral,floral,floral,flowered,floral,floral
326,393306,393306003,Which hand is the man holding up?,left,left,left,left,left,left,left,right,left,left
327,262159,262159000,Is there a deodorant on the sink?,no,no,no,no,no,no,no,no,no,no
328,262159,262159001,Is there a full roll of toilet paper in the bathroom?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
329,262159,262159002,How many rolls of toilet paper are on the toilet tank?,2,2,2,2,2,2,2,2,2,2
330,262159,262159003,Would someone be able to watch you change from the outside?,no,yes,yes,no,no,no,yes,yes,yes,yes
331,262159,262159004,What color is the bathroom?,green,yellow,yellow,white,white,white and yellow,yellow,yellow and white,white,yellow
332,262159,262159005,Does the shower have a glass door?,no,no,no,no,no,no,no,no,no,no
333,262159,262159006,What is the primary color of the bathroom?,white,yellow,yellow,yellow,yellow,green,yellow,yellow,yellow,greenish yellow
334,262159,262159007,What color is the wall?,yellow,yellow,yellow and white,yellow,yellow,yellow,yellow,yellow,yellow,orange
335,262159,262159008,Is the towel rack silver?,no towel rack,no,no,no,no,yes,no,yes,no,yes
336,262159,262159009,Is there a shower curtain?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
337,262159,262159010,What color are the bathroom walls?,yellow,yellow,yellow,yellow,yellow green,green,yellow,yellow,yellow,yellow
338,262159,262159011,Where is the light coming from?,camera flash,outside,lamp,hallway,window,camera flash,window,outside bathroom,outside,outside room
339,262159,262159012,Is the toilet lid down?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
340,92,92000,How many layers are in this cake?,9,2,7,8,7,1,7,3,10,16
341,92,92001,Does this cake look like it chocolate?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
342,92,92002,How many people can eat this cake?,1,1,1,1,1,1,1,1,1,3
343,94,94000,What is printed on the orange sign?,peace,pizza,no name restaurant and cafe,no,no name restaurant & cafe,pizza,church,unclear,pizza,nothing
344,94,94001,What is the name of the hotel?,peace way,peace way,peace way,peace way,peace way,peace way hotel,peace way,peace way hotel,peace way hotel,peace way hotel
345,94,94002,How many vehicles are shown?,2,2,2,2,2,2,2,2,2,2
346,94,94003,What mode of transportation is pictured?,car,car,"car, truck",car,car,automobile,driving,car,car,cars
347,94,94004,Is this a small town?,yes,yes,yes,yes,yes,yes,no,yes,no,yes
348,393311,393311000,Will these planes be used to transport people?,no,no,no,no,no,no,no,yes,no,no
349,393311,393311001,What airline is this?,inverted air cargo,everts air cargo,everts air cargo,everts air cargo,not possible,everts air cargo,not possible,air cargo,nerts air cargo,converts air cargo
350,393311,393311002,The plane's stand resembles what letter?,a,a,r,v,n,a,v,r,n,a
351,393311,393311003,What type of plane is this?,commercial,cargo plane,cargo,cargo,cargo,cargo plane,carrier,air cargo,cargo,propeller
352,393311,393311004,What is written on the picture?,dutchsimba,dutch simba,dutchsimba,dutchsimba,dutchsimba,dutchsimba,dutchsimba,dutchsimba,dutch simba,dutchsimba
353,393311,393311005,What shipping company is represented in the scene?,everts air cargo,everts air,erts air cargo,converts air cargo,everts air cargo,everts air cargo,converts air cargo,air cargo,air cargo,everts air cargo
354,393311,393311006,What airline is this plane from?,everts air cargo,everts air cargo,not visible,everts air cargo,air cargo,air cargo,everts air cargo,nerts air cargo,air cargo,can't say
355,393311,393311007,What kind of aircraft is this?,plane,everts air cargo,cargo plane,cargo,cargo plane,cargo plane,air cargo,prop plane,cargo,airplane
356,393311,393311008,How does the man get down from the machine?,movable flight of stairs,stairs,ladder,stairs,stairs,ladder,ladder,stairs,stairs,stairs
357,524386,524386000,Is the room carpeted?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
358,524386,524386001,Where is the television?,against wall,middle,left side,in room,wall,stand,next to wall,near wall,wall,table
359,524386,524386002,Is there a fireplace?,no,no,no,no,no,no,no,no,no,no
360,524386,524386003,Are stains on the floor?,no,no,no,no,no,no,no,no,no,no
361,524386,524386004,How many lamps are there?,2,2,2,2,2,2,2,2,2,3
362,524386,524386005,What is the picture of on wall?,tower,unsure,abstract,moodle,abstract,abstract,abstract,multiple pictures,art,abstract
363,524386,524386006,What is on the carpet?,rug,circles,rug,rug,rug,spots,rug,area rug,rug,circles
364,524386,524386007,How many lamps are in the room?,3,2,2,2,2,2,2,3,2,2
365,524386,524386008,Are these boys at home?,no,yes,no,yes,no,yes,yes,no,no,no
366,524386,524386009,What kind of lamp is on the floor?,floor,floor lamp,floor lamp,tall,floor lamp,floor lamp,floor lamp,floor lamp,floor lamp,table lamp
367,524386,524386010,Is this a 60's motif?,no,no,no,no,yes,no,no,no,no,no
368,524386,524386011,How many pictures on the wall?,4,4,4,4,4,4,4,4,4,4
369,524386,524386012,Which floor lamp is not lit?,floor lamp,tall standing lamp in corner,corner one,one in far corner,floor,back,one in corner,in corner,back one,one in corner
370,524386,524386013,How many TVs are on?,1,1,1,1,1,1,1,1,1,1
371,524386,524386014,What color is the sofa?,gray,gray,gray,gray,tan,gray,gray,gray,gray,light brown
372,524386,524386015,How many pictures are on the wall?,3,4,4,3,4,3,4,3,4,4
373,131172,131172000,How many men in the picture are wearing sunglasses?,1,2,1,1,1,1,1,1,1,1
374,131172,131172001,What kind of hat is the man with the girls wearing?,baseball,baseball cap,baseball,baseball cap,baseball cap,ball cap,baseball cap,baseball hat,baseball cap,baseball cap
375,131172,131172002,What color is the man's shirt in the front of the photo?,black,black,blue,black,black,black,black,black,black,black
376,131172,131172003,What are the ladies doing?,texting,sitting,looking at phones,playing on their cell phones,texting,texting,texting,playing on phones,on their phones,phone
377,393317,393317000,Where is the street sign?,above street,overhead,above street,above stop light,pole,streetlight,somerset,on stop light,over street,pole
378,393317,393317001,Where are the women walking?,crosswalk,crosswalk,street,street,sidewalk,crosswalk,street,in crosswalk,across street,crosswalk
379,393317,393317002,Is the light green?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
380,393317,393317003,What is written on the street?,somerset,somerset,somerset,somerset,nothing,nothing,nothing,nothing,somerset,nothing
381,393317,393317004,Is it raining?,yes,no,no,yes,no,no,yes,no,no,no
382,393317,393317005,Urban or suburban?,urban,urban,urban,suburban,suburban,urban,urban,urban,urban,urban
383,393317,393317006,Where is the woman standing?,in street,sidewalk,in street,on street,crosswalk,crosswalk,crosswalk,crosswalk,crosswalk,street
384,393317,393317007,How many people can be seen?,2,2,2,2,2,2,2,2,2,2
385,393317,393317008,What type of vehicle is on the left?,public bus is on left,bus,bus,bus,bus,bus,bus,bus,bus,bus
386,393317,393317009,Is this woman crossing a street?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
387,393317,393317010,What color is the traffic signal?,green,green,green,green,green,green,green,green,green,green
388,393317,393317011,What is being held green?,light,traffic light,traffic light,sign,light,traffic light,sign,light,traffic light,light
389,393317,393317012,What time of day is it?,afternoon,noon,day,mid-day,afternoon,evening,noon,afternoon,morning,afternoon
390,393317,393317013,Is this in the United States?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
391,393317,393317014,How many green lights are there?,1,1,1,1,1,1,1,1,1,1
392,131174,131174000,How many lights does the plane have?,4,5,5,5,4,5,5,5,5,4
393,131174,131174001,How many planes are in this photo?,1,1,1,1,1,1,1,1,1,1
394,131174,131174002,Is there anyone in the cockpit?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
395,546151,546151000,What country name is written as the highest word on the bus?,guatemala,guatemala,guatemala,guatemala,guatemala,guatemala,guatemala,guatemala,cugremals,guatemala
396,546151,546151001,Is the bus stopped?,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
397,546151,546151002,How many people are standing in this image?,3,1,1,1,1,3,3,3,3,3
398,21826,21826000,What is the skier standing on?,skis,snow,snow,skis,snow,mountain,skis,skis,snowboard,skis
399,21826,21826001,How many poles is the person holding?,2,2,2,2,2,2,2,2,2,2
400,21826,21826002,What is the person doing?,skiing,skiing,skiing,skiing,skiing,skiing,skiing,skiing,skiing,skiing
401,109,109000,Is this an ocean area?,yes,yes,yes,yes,no,yes,no,no,no,no
402,109,109001,How many bodies of water are in this scene?,1,1,1,1,1,1,1,2,1,1
403,109,109002,How many light post is there?,4,4,5,5,5,3,4,4,3,4
404,109,109003,Is the ground near the waterfront squishy?,no,no,yes,yes,no,yes,no,no,no,no
405,109,109004,What infrastructure would one drive on to go perpendicular to the water?,bike,bridge,bridge,bridge,road,boat,boardwalk,boat,boat,boat
406,109,109005,Is the water calm?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
407,110,110000,What color is the woman's sweater?,gray,brown,blue,brown,gray,gray,beige,gray,beige,bray
408,110,110001,Is this a cheese pizza?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
409,110,110002,What pizza topping is this?,cheese,cheese,cheese,cheese,cheese,cheese,cheese,cheese,cheese,cheese
410,305853,305853000,What is in the vase next to the flowers?,window,paper,origami,origami,leaves,paper,paper cranes,what flowers are these?,papers,paper
411,305853,305853001,Is there more than one vase on the table?,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
412,305853,305853002,Are these flowers real or silk?,real,real,real,real,real,real,real,real,real,real
413,305853,305853003,England's Queen mother and these blooms share what syllable?,sunflower,color,i don't know,no idea,s,unsure,sun,sun,elizabeth,none
414,113,113000,How many people are in the picture?,3,3,3,3,2,3,3,3,3,3
415,113,113001,What color are the chairs?,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue
416,113,113002,What kind of celebration is this?,birthday,birthday,anniversary,birthday,birthday,anniversary,anniversary,birthday,retirement,anniversary
417,113,113003,What emblem is on the cake?,flower,can't tell,words,anniversary,wedding,words,married,scrollwork,lettering,none
418,113,113004,Are they outside or in?,inside,inside,in,in,inside,inside,in,in,in,inside
419,113,113005,Is there a cake here?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
420,113,113006,Are there any pens on the table?,no,no,no,no,no,no,no,no,no,no
421,113,113007,What are the initials on the cake?,m,hb,icing,jk,not sure,mk,md,t,js,md
422,262260,262260000,Why are the birds only appearing as black silhouettes?,direction of sunlight,low light,shadows,sun,lighting,position of sun,bad light,sunset,glare,backlighting
423,262260,262260001,How many pigeons are there?,6,6,6,6,7,6,6,6,6,6
424,262260,262260002,Is this image tilted?,yes,yes,yes,yes,yes,no,no,yes,no,yes
425,262261,262261000,What utensil is in the pan?,knife,knife,knife,knife,knife,knife,knife,knife,knife,knife
426,262261,262261001,What is the red vegetable in the clear dish?,tomatoes,tomatoes,tomato,watermelon,watermelon,tomato,tomato,tomato,cherry,watermelon
427,262261,262261002,Does this image contain a pie pan?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
428,131190,131190000,Is this a large house?,yes,yes,no,yes,yes,yes,no,yes,yes,no
429,131190,131190001,Is there a fountain in front of the building?,no,no,no,no,no,no,no,no,no,no
430,131190,131190002,Is the sun shining?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
431,131190,131190003,What color is the building?,red,red,red,red,red,red,"red, brown, white, gray",red,red,red
432,131190,131190004,Is this a church?,no,no,yes,no,yes,yes,no,yes,yes,no
433,131190,131190005,What tree is on the left?,oak,pine,bush,shrub,evergreen,green,evergreen,green,shrub,unknown
434,131190,131190006,Are there clouds visible?,no,no,no,no,no,no,no,no,no,no
435,131190,131190007,Is this a sunny day?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
436,131190,131190008,What is the material right around the clock?,wood,roof,wood,siding,wood,cement,cement,white,brick,concrete
437,131190,131190009,What color are the flowers?,red,white,white and pink,red,white and red,red,red,red,red,pink
438,131190,131190010,How many bells are there?,1,1,1,1,1,1,1,1,1,1
439,131190,131190011,How tall is this building?,30 ft,20 feet,100 feet,3 stories,very,regular,really tall,30 feet,medium high,2 stories
440,131190,131190012,What materials are on the roof?,bricks,shingles,tile,shingles,shingles,shingles,clay,shingles,tile,shingles
441,131190,131190013,How many clock faces does this building have?,1,1,1,1,1,1,1,1,1,1
442,131190,131190014,Are the hedges well-groomed?,yes,no,yes,no,no,no,yes,yes,no,no
443,131190,131190015,Does the building in the back have an elevator?,no,no,yes,no,no,no,no,don't know,no,no
444,131190,131190016,What is in gold at the top of the building?,nothing,clock,flag,bell,nothing,steeple,vane,clock,flag,weathervane
445,131190,131190017,Do you a phone booth?,no,no,no,no,no,no,no,no,no,no
446,131190,131190018,What color is the clock tower in this photo?,white,white,white,white,white,white and black,white,white,white,white
447,131190,131190019,What are on both side of the building?,trees,windows,trees,trees,windows and vines,trees,trees,vines,trees,trees
448,131190,131190020,What is around the tree?,bushes,building,building,leaves,grass,building,house,building,grass,grass
449,131190,131190021,Are the buildings tall?,yes,no,no,yes,yes,yes,yes,no,no,yes
450,131190,131190022,How many flags are by the building's entrance?,0,0,0,0,0,0,0,0,0,0
451,131190,131190023,Is the clock between two arches?,yes,no,no,no,yes,yes,no,no,no,no
452,131190,131190024,Are there any entrance gates at the bottom of the tower?,no,yes,yes,no,no,no,no,no,no,no
453,131190,131190025,Is the building a high rise?,no,no,no,no,no,no,yes,yes,no,no
454,131190,131190026,Is part of this tower made of wood?,yes,no,yes,yes,yes,yes,yes,no,yes,no
455,131190,131190027,Can the tree tell time?,no,no,no,no,no,no,no,no,no,no
456,131190,131190028,How many windows are shown?,5,4,5,5,5,6,4,6,7,6
457,131190,131190029,How many windows are pictured?,6,6,6,4,4,4,5,6,5,4
458,131190,131190030,Is the emblem a sun face clock?,no,no,yes,no,yes,yes,yes,no,yes,yes
459,131197,131197000,What is the woman doing in this photo?,petting sheep,petting sheep,petting,petting sheep,petting,kissing sheep,petting sheep,petting sheep,petting sheep,petting sheep
460,131197,131197001,What are the sheep standing on?,hay,hay,hay,hay,hay,hay,hay,hay,hay,hay
461,131197,131197002,What is the woman feeding the animal?,straw,hay,grain,hay,love,hay,hay,nothing,love,pellets
462,131197,131197003,How many sheep can you see?,2,2,2,2,2,2,2,2,2,2
463,131197,131197004,Is the ram's fleece dirty?,no,no,no,no,no,yes,yes,no,yes,yes
464,127,127000,Is there a travel guide on the table?,no,yes,yes,yes,in front of plates,yes,yes,yes,yes,yes
465,127,127001,What color plate is this?,white,white,white,white,white,white,white,white,white,white
466,127,127002,What type of silverware is on the plates?,knife and spoon,knife,knife and spoon,knife and spoon,knife and spoon,knife,knife and spoon,spoon and butter knife,spoon knife,knife and spoon
467,262273,262273000,What color are the skis?,yellow and black,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow
468,262273,262273001,Is there snow?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
469,262273,262273002,What is the man holding in his left hand?,phone,ski pole,ski poles,ski pole,ski pole,ski pole,ski pole,skii,ski pole,pole
470,262273,262273003,What is the color of the zipper?,black,black,black,black,cannot tell,black,black,black,black,black
471,262273,262273004,Are the boots a solid color or patterned?,patterned,patterned,solid,yes,solid,patterned,pattern,pattern,solid,patterned
472,262273,262273005,How many people are there?,1,1,1,1,1,1,1,1,1,1
473,262273,262273006,Is it summer?,no,no,no,no,no,no,no,no,no,no
474,262273,262273007,What color is the man's hat?,black and gray,black,black,black,black,black,black,black,black,black
475,262273,262273008,How many people are in the image?,1,1,1,1,1,1,1,1,1,1
476,524420,524420000,What color is the woman's shorts?,black,black,black,black,black,black,black,black,black,black
477,524420,524420001,Is the picture in color?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
478,524420,524420002,Is there a dog in the photo?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
479,524420,524420003,Is the dog on a leash?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
480,524420,524420004,What are the people doing in the street?,walking,walking,walking,walking,walking,walking,walking,walking,walking,walking
481,436929,436929000,What is floating near the bird?,ice,foam,water,fog,ice,ice,foam,nothing,ice,fish
482,436929,436929001,Are all of the birds in flight?,no,no,no,no,no,no,no,no,no,no
483,436929,436929002,How many birds are there?,3,3,2,3,3,3,3,3,3,3
484,436929,436929003,Are there three birds in the picture?,yes,no,yes,yes,yes,yes,3,yes,yes,yes
485,436929,436929004,Is this a dog?,no,no,no,no,no,no,no,no,no,no
486,436929,436929005,Is this a winter scene?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
487,436929,436929006,Is the water frozen?,yes,no,yes,no,yes,no,yes,no,yes,no
488,131208,131208000,Why are there so many clothes on the bed?,she just did laundry,laundry,lack of storage,she does not want to put them away,it's hot,she's messy,haven't put away yet,messy,bed isn't made,yes
489,131208,131208001,Is that a laptop on the chair?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
490,131208,131208002,What color is the girl's hair?,red,red,pink,red,red,orange,red,red,red,red
491,284012,284012000,What brand of soda is advertised?,pepsi,pepsi,pepsi,pepsi,pepsi,pepsi,pepsi,pepsi,pepsi,pepsi
492,284012,284012001,Is Cingular a sponsor of this field?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
493,284012,284012002,What Mexican food restaurant chain is advertised?,del taco,panda express,del taco,del taco,del taco,del taco,del taco,del taco,del taco,del taco
494,284012,284012003,How is the turnout?,great,good,good,good,hundreds,high,great,high,fair,decent
495,284012,284012004,How many men are playing baseball?,5,6,4,several,4,5,5,5,5,5
496,284012,284012005,What is the large sculpture next to the oversized cola bottle?,panda,marquee,building,panda express,scoreboard,panda express logo,scoreboard,building,billboard,panda
497,284012,284012006,What color is the catcher's pants?,gray,gray,white,gray,gray,gray,gray,gray,gray,gray
498,138,138000,How many pots are hanging under the shelf?,2,2,2,2,2,2,2,2,2,2
499,138,138001,What time is it?,1:50,1:50,older,1:50,1:51,1:55,1:50,1:50,1:50,2:50
500,138,138002,Is this a conventional kitchen?,no,no,no,no,yes,no,no,no,no,yes
501,262283,262283000,What color flowers are on the top right?,purple,purple,pink,purple,pink,purple and pink,purple,purple,purple,purple
502,262283,262283001,Is the area lit?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
503,262283,262283002,Where was this shot at?,florist,florist,flower shop,florist,flower shop,florist,flower shop,flower shop,florist,florist
504,262283,262283003,Are the vases identical?,no,no,no,no,yes,no,yes,no,yes,yes
505,524428,524428000,Are these the normal size pieces of pizza?,yes,no,yes,yes,yes,yes,yes,no,no,no
506,524428,524428001,Could you eat all of this pizza?,no,no,no,no,yes,yes,yes,no,no,no
507,524428,524428002,Is there broccoli on a slice of pizza?,yes,no,yes,yes,no,no,yes,yes,no,no
508,524428,524428003,What color is the cloth?,gray,gray,gray,gray,gray,white,gray,gray,gray,gray
509,262285,262285000,How many zebras are there?,7,14,13,10,7,8,14,9,13,12
510,262285,262285001,What continent might this be?,africa,africa,africa,africa,africa,africa,africa,africa,africa,africa
511,262285,262285002,Is there an animal that seems to stick out?,no,zebras,no,no,on right,no,no,zebra,no,no
512,262285,262285003,Is this in a zoo?,no,no,no,no,no,no,no,no,no,no
513,262285,262285004,Is this in a desert?,yes,no,yes,yes,no,no,yes,no,yes,no
514,142,142000,What type of fruit is on the plate?,banana,banana,banana,banana,banana,banana,bananas,bananas,banana,banana
515,142,142001,Is this a banana toast?,no,no,yes,yes,yes,no,no,yes,yes,yes
516,142,142002,What color is the milk carton?,blue white,blue and white,blue,blue,blue,blue,blue,blue and white,blue,blue
517,131215,131215000,Are the people playing a game?,no,no,no,no,no,no,no,no,no,no
518,131215,131215001,Is the TV turned on?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
519,131215,131215002,Is this person watching a movie?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
520,131215,131215003,What is in the blue chair?,teddy bears,teddy bears,stuffed animals,teddy bears,teddy bears,teddy bears,stuffed animals,bears,dolls,dolls
521,131215,131215004,What type of footwear is the person wearing?,socks,socks,tennis shoes,sneakers,socks,socks,socks,shoes,socks,socks
522,144,144000,What are the animals doing?,drinking,drinking water,grazing,eating,eating,watching,eating,eating,eating,eating
523,144,144001,Is one of the giraffes eating?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
524,144,144002,What type of animal is in the picture?,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffes,giraffe,giraffe,giraffe
525,393362,393362000,Is it daytime?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
526,393362,393362001,Are the kickstands down?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
527,393362,393362002,Do you see any motorcycle helmets?,yes,yes,yes,yes,no,no,yes,no,yes,yes
528,149,149000,Is the kite high in the air?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
529,149,149001,Is the sky clear?,no,no,yes,no,yes,no,no,no,no,yes
530,149,149002,What color is the building?,red,red,brown,red,red,red,red brick,brown,brown,red
531,149,149003,Are the people flying kites?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
532,149,149004,Which buses are double deckers?,no,0 here,ones in back,no buses,0,0,0,0,left,0
533,149,149005,What kind of court is at the edge of the field?,tennis,basketball,tennis,basketball,soccer,soccer,soccer,soccer,soccer,soccer
534,471373,471373000,Can you see any fish?,no,no,no,no,no,no,no,no,no,no
535,471373,471373001,Is this man swimming?,no,no,yes,no,no,no,yes,no,no,yes
536,471373,471373002,Is he turning?,no,no,no,no,no,no,no,no,no,no
537,471373,471373003,Does the man have short hair?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
538,471373,471373004,What is this man laying on?,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard
539,109986,109986000,What color is this girl's shirt?,red,red,red,red,red,red,red,red,red,red
540,109986,109986001,What color is the girls hot dog?,red,red,red,brown,red,red,"brown, red",red,red,red
541,109986,109986002,What color are the girl's lips?,red,red,red,red,red,red,red,red,red,red
542,131225,131225000,What does the front of the bus say at the top?,special,special,special,special,special,special,special,special,special,special
543,131225,131225001,Is the bus featured in this picture typical?,no,no,no,no,no,no,no,no,yes,no
